2026-03-04 10:09:39.134 | INFO     | main:lifespan:21 - 🚀 [STARTUP] Iniciando TravelCompanion AI... (PID: 8268)
2026-03-04 10:09:39.323 | INFO     | app.services.trip_service:_load_trips:27 - 📅 14 viagens carregadas para monitoramento.
2026-03-04 10:09:39.323 | INFO     | app.services.trip_service:__init__:20 - ✅ TripService inicializado (Base: ./data\trips.json)
2026-03-04 10:09:39.324 | WARNING  | app.services.n8n_service:__init__:19 - ⚠️ URL do Webhook do n8n não configurada (modo simulação)
2026-03-04 10:09:39.324 | INFO     | app.services.weather_service:__init__:17 - ✅ Weather Service inicializado
2026-03-04 10:09:39.324 | INFO     | app.services.search_service:__init__:17 - ✅ Search Service (Tavily) inicializado
2026-03-04 10:09:39.326 | INFO     | app.services.trip_service:_load_trips:27 - 📅 14 viagens carregadas para monitoramento.
2026-03-04 10:09:39.326 | INFO     | app.services.trip_service:__init__:20 - ✅ TripService inicializado (Base: ./data\trips.json)
2026-03-04 10:09:39.759 | INFO     | app.services.openai_service:__init__:18 - ✅ OpenAI Service inicializado
2026-03-04 10:09:39.760 | INFO     | app.services.connectivity_service:__init__:18 - ✅ Connectivity Service inicializado
2026-03-04 10:09:39.760 | INFO     | app.services.scheduler_service:__init__:25 - ✅ SchedulerService inicializado
2026-03-04 10:09:39.789 | INFO     | app.services.scheduler_service:start:91 - ⏰ Scheduler iniciado (Verificação de alertas, auditoria e limpeza de dados)
2026-03-04 10:09:39.789 | INFO     | main:lifespan:31 - 📅 [SCHEDULER] Agendador ativado com sucesso.
2026-03-04 10:09:39.790 | INFO     | main:lifespan:35 - 🌍 [ENVIRONMENT] Modo: production | Port: 8000
2026-03-04 10:11:52.239 | INFO     | main:lifespan:39 - 🛑 [SHUTDOWN] Encerrando TravelCompanion AI...
2026-03-04 10:15:54.238 | INFO     | main:lifespan:21 - 🚀 [STARTUP] Iniciando TravelCompanion AI... (PID: 24944)
2026-03-04 10:15:54.340 | INFO     | app.services.trip_service:_load_trips:27 - 📅 14 viagens carregadas para monitoramento.
2026-03-04 10:15:54.341 | INFO     | app.services.trip_service:__init__:20 - ✅ TripService inicializado (Base: ./data\trips.json)
2026-03-04 10:15:54.341 | WARNING  | app.services.n8n_service:__init__:19 - ⚠️ URL do Webhook do n8n não configurada (modo simulação)
2026-03-04 10:15:54.341 | INFO     | app.services.weather_service:__init__:17 - ✅ Weather Service inicializado
2026-03-04 10:15:54.341 | INFO     | app.services.search_service:__init__:17 - ✅ Search Service (Tavily) inicializado
2026-03-04 10:15:54.342 | INFO     | app.services.trip_service:_load_trips:27 - 📅 14 viagens carregadas para monitoramento.
2026-03-04 10:15:54.342 | INFO     | app.services.trip_service:__init__:20 - ✅ TripService inicializado (Base: ./data\trips.json)
2026-03-04 10:15:54.716 | INFO     | app.services.openai_service:__init__:18 - ✅ OpenAI Service inicializado
2026-03-04 10:15:54.717 | INFO     | app.services.connectivity_service:__init__:18 - ✅ Connectivity Service inicializado
2026-03-04 10:15:54.717 | INFO     | app.services.scheduler_service:__init__:25 - ✅ SchedulerService inicializado
2026-03-04 10:15:54.736 | INFO     | app.services.scheduler_service:start:91 - ⏰ Scheduler iniciado (Verificação de alertas, auditoria e limpeza de dados)
2026-03-04 10:15:54.737 | INFO     | main:lifespan:31 - 📅 [SCHEDULER] Agendador ativado com sucesso.
2026-03-04 10:15:54.737 | INFO     | main:lifespan:35 - 🌍 [ENVIRONMENT] Modo: production | Port: 8000
2026-03-04 10:16:23.525 | INFO     | main:lifespan:39 - 🛑 [SHUTDOWN] Encerrando TravelCompanion AI...
2026-03-04 13:14:56.922 | INFO     | __main__:<module>:102 - 🚀 [LAUNCH] Iniciando Servidor na porta: 8000
2026-03-04 13:14:57.011 | INFO     | main:lifespan:21 - 🚀 [STARTUP] Iniciando TravelCompanion AI... (PID: 19076)
2026-03-04 13:14:57.144 | INFO     | app.services.trip_service:_load_trips:27 - 📅 14 viagens carregadas para monitoramento.
2026-03-04 13:14:57.144 | INFO     | app.services.trip_service:__init__:20 - ✅ TripService inicializado (Base: ./data\trips.json)
2026-03-04 13:14:57.144 | WARNING  | app.services.n8n_service:__init__:19 - ⚠️ URL do Webhook do n8n não configurada (modo simulação)
